일시,경기_수원시_kbs수원센터(kbs수원아트홀),경기_수원시_수원sk아트리움,경기_수원시_수원광교박물관,경기_수원시_수원박물관,경기_수원시_수원시립아이파크미술관,경기_수원시_수원월드컵경기장(축구박물관),경기_수원시_수원종합운동장(수원국민체육센터),경기_수원시_수원화성박물관,경기_수원시_해우재,경기_수원시_화성,경기_수원시_화성행궁(낙남헌),경기_성남시_남서울컨트리클럽,경기_성남시_성남가족캠핑숲,경기_성남시_성남아트센터,경기_성남시_신구대학교 식물원,경기_성남시_판교박물관,경기_성남시_한국잡월드,경기_안양시_김중업박물관,경기_부천시_웅진플레이도시- 골프연습장,경기_부천시_웅진플레이도시-워터파크&스파,경기_부천시_한국만화박물관,경기_광명시_광명도덕산캠핑장,경기_광명시_광명동굴,경기_광명시_광명스피돔,경기_동두천시_소요산관광지(자재암),경기_동두천시_자유수호평화박물관,경기_안산시_경기도미술관,경기_안산시_대부해솔길(구봉도공영주차장),경기_안산시_대부해솔길(종현어촌마을입구),경기_안산시_베르아델승마클럽,경기_안산시_성호기념관,경기_안산시_세종도예원,경기_안산시_수리산입구,경기_안산시_아일랜드리조트,경기_안산시_안산어촌민속박물관,경기_안산시_유리섬,경기_안산시_종이미술관,경기_고양시_123컨트리클럽,경기_고양시_KINTEX(한국국제전시장),경기_고양시_고양아람누리,경기_고양시_고양어린이박물관,경기_고양시_고양어울림누리,경기_고양시_고양원마운트,경기_고양시_고양종합운동장,경기_고양시_고양체육관,경기_고양시_뉴코리아컨트리클럽,경기_고양시_배다골테마파크,경기_고양시_서오릉,경기_고양시_아쿠아플라넷 일산,경기_고양시_중남미문화원,경기_고양시_쥬쥬테마동물원,경기_고양시_증권박물관,경기_고양시_한양컨트리클럽,경기_고양시_항공우주박물관,경기_고양시_행주산성,경기_과천시_경마공원,경기_과천시_국립과천과학관,경기_과천시_국립현대미술관 과천관,경기_과천시_서울랜드,경기_구리시_구리시 고구려 대장간마을,경기_구리시_동구릉,경기_남양주시_광릉,경기_남양주시_남양주유기농테마파크(남양주유기농박물관),경기_남양주시_모란미술관,경기_남양주시_몽골문화촌,경기_남양주시_서호미술관,경기_남양주시_양주컨트리클럽,경기_남양주시_우석헌자연사박물관,경기_남양주시_축령산자연휴양림,경기_남양주시_홍유릉,경기_오산시_경기도립 물향기수목원,경기_의왕시_바라산자연휴양림,경기_용인시_경기도 어린이 박물관,경기_용인시_골드컨트리클럽,경기_용인시_국가보훈처 88골프장,경기_용인시_글렌로스 골프클럽,경기_용인시_농도원목장,경기_용인시_레이크사이드컨트리클럽,경기_용인시_백남준 아트센터,경기_용인시_수원컨트리클럽,경기_용인시_아시아나컨트리클럽,경기_용인시_에버랜드,경기_용인시_용인 대장금 파크,경기_용인시_용인 자연휴양림,경기_용인시_용인농촌테마파크,경기_용인시_용인시박물관,경기_용인시_용인컨트리클럽,경기_용인시_은화삼컨트리클럽,경기_용인시_이영미술관,경기_용인시_캐리비안베이(워터파크),경기_용인시_코리아컨트리클럽,경기_용인시_태광컨트리클럽,경기_용인시_한국등잔박물관,경기_용인시_한국민속촌,경기_용인시_한성컨트리클럽,경기_용인시_한택식물원,경기_용인시_한화호텔앤드리조트(플라자CC),경기_용인시_호박등불마을,경기_용인시_호암미술관,경기_파주시_공릉관광지(하니랜드),경기_파주시_두루뫼박물관,경기_파주시_벽초지수목원,경기_파주시_산머루농원,경기_파주시_서서울컨트리클럽,경기_파주시_서원밸리골프클럽,경기_파주시_소울원,경기_파주시_쇠꼴마을,경기_파주시_영집궁시박물관,경기_파주시_임진각관광지,경기_파주시_통일전망대,경기_파주시_파주삼릉,경기_파주시_파주영어마을,경기_파주시_파주임실치즈스쿨,경기_파주시_헤이리예술마을,경기_파주시_황희선생유적지,경기_이천시_비에이비스타컨트리클럽,경기_이천시_이천시립월전미술관,경기_이천시_자연나라관광농원,경기_이천시_호텔미란다(이천스파플러스),경기_안성시_과채류마을,경기_안성시_구메농사마을,경기_안성시_꽃뫼마을,경기_안성시_너리굴문화마을,경기_안성시_미리내마을,경기_안성시_미리내성지,경기_안성시_서일농원,경기_안성시_선비마을,경기_안성시_신안컨트리클럽,경기_안성시_안성3.1운동기념관,경기_안성시_안성맞춤 천문과학관,경기_안성시_안성맞춤공예문화센터,경기_안성시_안성맞춤박물관,경기_안성시_안성맞춤캠핑장,경기_안성시_안성베네스트G.C.,경기_안성시_안성팜랜드,경기_안성시_안성허브마을,경기_안성시_용설호문화마을,경기_안성시_이경순소리박물관,경기_안성시_인처골마을,경기_안성시_조병화문학관,경기_안성시_청룡사,경기_안성시_칠장사,경기_안성시_파인크리크컨트리클럽,경기_안성시_풍산개마을,경기_안성시_향토사료관,경기_김포시_김포시사이드컨트리클럽,경기_김포시_김포청소년수련원,경기_김포시_김포함상공원,경기_김포시_다도박물관,경기_김포시_덕포진교육박물관,경기_김포시_아라뱃길김포터미널(유람선승선객),경기_김포시_약암관광호텔(입욕객),경기_김포시_장릉,경기_김포시_태산패밀리파크(체험프로그램),경기_화성시_우리꽃식물원,경기_화성시_융건릉,경기_화성시_향토박물관,경기_광주시_경기도자박물관,경기_광주시_남한산성 행궁,경기_광주시_일본군위안부역사관,경기_양주시_(재)송암스페이스센터,경기_양주시_국립아세안자연휴양림,경기_양주시_북한산국립공원,경기_양주시_양주시립장욱진미술관,경기_양주시_조명박물관,경기_양주시_회암사지박물관,경기_포천시_국립수목원,경기_포천시_비둘기낭캠핑장,경기_포천시_신북리조트 스프링폴,경기_포천시_어메이징파크,경기_포천시_포천아도니스컨트리클럽,경기_포천시_포천아트밸리,경기_포천시_포천한과박물관(한가원),경기_포천시_허브아일랜드,경기_여주시_강천보,경기_여주시_금은모래캠핑장,경기_여주시_명성황후생가,경기_여주시_목아불교박물관,경기_여주시_신륵사,경기_여주시_여주박물관,경기_여주시_여주시립폰박물관,경기_여주시_여주온천,경기_여주시_영릉(세종대왕),경기_여주시_이포보,경기_여주시_이포보오토캠핑장,경기_여주시_황학산수목원,경기_연천군_나룻배마을,경기_연천군_땅에미소,경기_연천군_수레울아트홀,경기_연천군_숭의전지,경기_연천군_신라경순왕릉,경기_연천군_재인폭포,경기_연천군_조선왕가,경기_연천군_한탄강관광지 오토캠핑장,경기_가평군_가평레일파크,경기_가평군_강씨봉자연휴양림,경기_가평군_고성청소년수련원(쁘띠프랑스),경기_가평군_남송미술관,경기_가평군_농촌체험마을,경기_가평군_대원사템플스테이,경기_가평군_백련사 템플스테이,경기_가평군_산장관광지,경기_가평군_서울학생교육원,경기_가평군_아침고요원예수목원,경기_가평군_연인산캠핑장,경기_가평군_유명산자연휴양림,경기_가평군_이화원,경기_가평군_자라섬캠핑장,경기_가평군_취옹예술관,경기_가평군_칼봉산자연휴양림,경기_가평군_크리스탈밸리컨트리클럽,경기_가평군_한화인재경영원,경기_양평군_곤충박물관,경기_양평군_국립산음자연휴양림,경기_양평군_국립중미산자연휴양림,경기_양평군_군립미술관,경기_양평군_농업박물관,경기_양평군_두물머리,경기_양평군_들꽃수목원,경기_양평군_몽양기념관,경기_양평군_민물고기생태학습관,경기_양평군_세미원,경기_양평군_소나기마을,경기_양평군_양평레일바이크,경기_양평군_용문산관광지,경기_양평군_지평의병 지평리전투기념관,경기_양평군_화서기념관
2015년 06월,,,,1287,,,,4382,3700,3872,7133,6528,,,,511,9732,,,,,,49588,46943,7492,,,,,,,,,,2023,2538,,6290,201030,1771,,887,12687,3600,64564,8327,1540,30798,18599,2356,4197,436,16313,588,9966,289406,17710,30239,54097,1794,14983,9151,,588,3096,572,8451,2767,14645,3193,19700,,5111,21198,19001,8673,581,24385,1735,12129,13783,339483,915,20028,11763,911,7441,8506,293,88016,14887,21931,473,32403,10751,5351,16029,750,8582,4210,658,13694,356,11838,6795,,2961,148,139143,17726,3185,3589,274,,3388,19526,,,,60,21,610,1142,15,7657,,0,10221,433,192,80,255,,15492,4065,12340,52,0,30,40,318,270,11201,8,22,11112,1382,6009,599,589,1460,6395,13593,848,4157,19719,1062,,4398,0,,,25995,3482,,,28166,,9079,6745,22746,18310,527,55000,24594,,4512,1433,13113,,,,13152,,,,414,1962,1316,1277,919,,346,19354,,4193,29737,125,3489,70,56,4516,253,54512,3296,23303,2234,6612,682,2967,10837,1419,,,,,,,,,,,,,,,
2015년 07월,,,,3664,,,,10915,10934,7296,16103,5884,,,,5848,50007,,,,,,132469,52164,5340,,,,,,,,,,0,5353,,5044,594893,4779,,1742,124191,5890,77820,6828,14810,29831,55907,3901,9500,1324,16295,2818,7849,335253,72775,43441,82967,2017,15203,7976,,416,5004,824,7419,9989,12202,3527,18273,,51455,20750,19284,8666,228,24006,8590,9759,11375,513925,2379,17690,10276,2244,6881,8280,768,290277,14828,20891,1836,42087,9993,4899,15874,810,7698,3544,328,12176,664,10067,5892,887,497,383,158542,20179,2951,2874,1483,,4259,17754,,,,185,256,460,3223,242,9095,,75,9927,1175,618,146,1014,,14908,16471,12010,154,0,297,90,473,311,10323,28,0,10975,3025,7060,838,963,3756,8794,15028,294,4800,17946,1926,,5044,0,,,27067,6199,,,34712,,20135,6306,20332,19949,1766,39848,28210,,6339,2056,8845,,,,19307,,,,849,1976,5968,658,1927,,709,32113,,6801,45570,569,20240,123,207,4653,2566,52395,5218,32091,2804,8264,782,3499,10539,984,,,,,,,,,,,,,,,
2015년 08월,,,,8966,,,,25047,16805,23210,42600,5268,,,,6753,83196,,,,,,299285,60920,7620,,,,,,,,,,0,9390,,5507,387703,16984,,9913,152330,7363,75546,7382,26027,25614,101017,8444,11758,1885,15444,7133,8578,384475,146916,78288,148703,2978,14914,853,,1161,7898,918,7405,10871,18078,3862,21318,,86836,19846,19207,8525,628,24242,19471,9802,11752,767870,4005,29997,12678,3226,5773,5999,984,524624,13859,19750,2194,72880,8106,4600,13402,650,10768,6333,628,15389,958,10825,6466,1303,4720,447,228348,29307,2597,5141,2352,,4348,17133,,,,50,701,420,4351,130,11264,,170,8389,3057,1408,266,2382,,13663,20784,15184,125,80,604,114,459,260,9994,35,34,15019,5141,10542,1283,1451,9388,10190,9899,497,4808,21148,2200,,10094,0,,,57410,10397,,,33772,,34053,8291,21691,36937,1442,71245,46810,,10917,2872,12722,,,,30992,,,,631,2708,4422,677,1980,,1550,40718,,11446,79396,744,18637,164,248,8164,2402,85745,5704,49833,3275,10692,1034,4305,11174,954,,,,,,,,,,,,,,,
2015년 09월,,,,6079,,,,24030,11650,46189,62807,6459,,,,4182,60293,,,,,,94736,34847,8536,,,,,,,,,,0,4273,,6238,360653,11970,,14458,28990,9062,80174,8020,7563,38063,50068,6088,22930,796,16168,4033,16328,229190,78159,89376,198744,4104,21848,9613,,505,8785,845,8790,9743,11741,9373,39700,,35385,19736,18865,8165,4423,23765,8234,13212,13812,686496,5367,22798,17619,2359,8322,9224,920,102220,13858,20469,2930,153311,11518,6680,16330,1247,14817,10940,2701,21731,5416,10988,6455,2199,4230,927,330653,33086,5017,3965,3379,,4766,19010,,6426,,60,21,710,5344,153,16223,,343,9627,2687,871,342,2537,,13623,27979,11784,190,200,1068,60,401,414,10890,465,66,9558,4505,13536,1672,2334,9511,10974,17018,778,7435,34676,2855,,13299,0,,,26406,0,,,33556,,18070,8532,20513,33196,3139,51051,50163,,10553,1812,10576,,,,29420,,,,615,3210,5243,663,2012,,727,21640,,3783,39875,755,19422,84,121,5022,2311,67077,3036,20938,2856,8368,1411,3068,10779,712,,,,,,,,,,,,,,,
2015년 10월,,,,5031,,,,23972,14246,43253,84407,6571,,,,4899,77485,,,,,,73631,51584,32263,,,,,,,,,,0,7164,,6468,564941,20655,,12706,18670,36239,88974,7882,13442,41078,55619,8451,29924,1836,14806,4812,24779,332280,150014,78194,249429,5010,48308,14908,,721,14463,811,9186,9978,13820,8368,64583,,44423,18382,18348,7784,6692,22646,9267,13929,13733,911485,6223,28039,37506,2069,9821,9413,880,25261,13397,21274,3237,189798,12716,11141,16030,4367,41038,15257,1431,61363,5523,10371,7363,2590,12020,749,1396527,36664,8452,15398,12926,,6378,20520,,10976,,209,1600,113,11739,1505,28092,,88,10090,2125,1879,1293,2828,,12682,45459,12776,245,30,726,168,493,718,12257,566,65,10061,6065,15385,2288,1845,12489,12385,17288,1925,19494,48757,2570,,24097,0,,,38819,9823,,,65441,,22217,17226,20325,47822,875,68790,53690,,30500,3487,18497,,,,110689,,,,1389,3120,5004,2297,1577,,934,26403,,4243,56762,591,20754,120,231,5226,2796,116759,3036,28865,4052,5864,3200,3076,11333,1713,,,,,,,,,,,,,,,
2015년 11월,,,,4053,,,,12205,11023,17859,22315,5207,,,,4654,67803,,,,,,46205,47302,12931,,,,,,,,,,0,4837,,3886,647585,23975,,16582,27976,39585,94627,6180,2202,28113,53669,6264,8479,3364,11135,4527,14870,301597,100168,42432,68329,2626,15281,7247,,274,6076,614,7181,9572,21655,3196,26611,,50215,13971,14811,5684,2419,17163,6345,10999,9853,443338,2209,10709,8406,2242,7530,7150,458,24259,10097,16492,1730,61890,11084,2735,11722,1748,19887,2273,1092,16793,1952,7813,5669,2301,870,482,1607546,16606,4605,9294,3012,,3192,17459,,3592,,75,225,144,3558,178,13442,,55,7600,1768,742,322,1710,,9097,10648,11436,165,0,246,71,102,274,9653,145,224,7990,4665,6957,2291,1335,4466,12787,10714,308,5039,24609,2262,,6852,0,,,17651,4840,,,28983,,24924,12938,15153,24130,613,38890,18321,,6326,2503,19952,,,,28849,,,,312,2632,5308,1510,1218,,402,16537,,2758,47492,425,18244,30,40,1921,1388,53569,1440,19571,3968,3604,2941,2003,7161,2023,,,,,,,,,,,,,,,
2015년 12월,,,,3693,,,,9309,9735,8995,16670,2544,,,,4603,69877,,,,,,60761,49238,4513,,,,,,,,,,3982,4854,,939,198018,34271,,27523,83338,3997,79682,1951,2031,22258,58443,2139,4187,4260,5495,3574,19585,275473,284176,35592,248356,2148,7422,95911,,178,843,661,2188,10105,10105,1374,6189,,42092,7024,5085,1572,219,4759,8148,4384,2769,444191,1528,7237,1719,2083,1478,3256,423,63125,4063,8588,635,44331,3389,859,4334,500,6555,3134,301,17614,1750,3541,2364,1573,1020,121,151246,18120,1644,4779,1050,,1864,7227,,2749,,30,114,121,1997,0,5693,,60,2835,1810,564,26,1247,,2418,17646,9365,185,0,140,30,200,0,2443,80,139,3391,1761,5571,1944,1030,9786,16487,5454,94,3360,14368,2880,,4195,30,,,12823,2367,,,6669,,32500,8835,7417,21451,1025,74152,9218,,10819,1503,12218,,,,17732,,,,312,2932,6029,1130,414,,489,17051,,4002,58925,350,1229,49,110,2035,1177,124109,1552,11650,9060,3220,2102,2349,3581,1739,,,,,,,,,,,,,,,
2016년 01월,7325,2840,5301,5194,10760,598,7201,14350,12005,7772,12042,1177,,,1252,5609,65148,2121,,,,,66919,70009,4186,1652,4186,11350,18859,327,1407,1500,54321,,2969,5934,1200,1111,518441,3298,,9276,99462,3250,91372,0,9881,21240,60084,2399,5650,1914,2117,3177,38402,353818,112136,29392,114299,1828,4554,2133,,185,1202,628,152,6180,6729,1525,3780,,44106,2283,1180,1514,135,1198,5660,1534,1341,285443,1849,7703,2323,3015,699,1594,385,69059,1744,5549,883,61379,647,946,1698,600,3881,7608,306,15227,108,1271,1504,1436,1531,180,139015,16500,1156,3580,1961,38231,1941,4662,824,2360,,50,72,25,1244,112,5764,12250,165,747,1287,808,155,1287,,951,17032,8340,140,33,170,40,292,694,852,48,125,1701,3496,6106,1275,1241,819,21146,4798,176,3584,10634,1255,,5938,596,,,12095,2568,,,4210,,42954,3923,636,21793,1027,82041,12094,,4798,1262,8323,,,,16371,,,,161,1788,3710,224,216,2833,452,19781,2986,3091,58087,185,725,56,82,1563,765,105722,1800,12637,5528,3172,1502,2221,1603,674,6201,,,13939,4788,80544,2261,276,2421,8468,3543,,31040,41,890
2016년 02월,4549,2327,4447,3202,8983,188,6179,10901,21767,7641,13568,2715,,,785,3410,48132,1713,,,,,54485,63560,4209,1700,3509,13419,17917,197,782,1650,45564,,3001,4870,898,2113,436359,4939,,5218,67892,5400,81707,1798,2796,21863,70084,1806,7334,570,5396,1776,8818,218094,63717,27776,96994,1386,5278,2522,,190,1350,516,1896,5478,7457,1235,4559,,42332,4516,3596,3170,80,3481,4103,2428,3285,272054,2123,7253,1393,1940,1332,2413,186,67346,2992,5600,1221,63015,1755,1062,3615,570,3649,4095,410,9063,7,3135,2056,1433,847,143,136948,18361,1318,2352,1150,33052,1946,5885,688,4812,,45,50,17,1371,24,6341,14090,236,2211,3350,283,40,1091,,3167,7115,8688,55,21,90,0,174,287,2027,18,170,3263,2933,5718,1376,832,1500,17705,5008,67,3606,9509,1156,,4516,586,,,11479,2883,,,4937,,37888,4193,6344,20125,933,55212,25576,,4062,1256,8626,,,,16804,,,,240,1396,2228,323,110,4312,596,12452,4946,2809,58004,152,407,38,27,1775,136,85826,1068,12524,5343,3340,1346,2359,2437,367,4603,,,10960,4587,64785,2030,616,4658,7680,4028,,26435,308,836
2016년 03월,5343,4709,4916,4644,6602,173,8504,15422,17491,15408,19941,4522,,,1919,4314,37347,2714,,,,,51048,56200,5598,2278,3336,20671,25365,782,1758,5200,71440,,3234,5449,1250,4716,422793,8330,,3314,9808,27500,97085,5918,1489,31609,40670,2688,15167,393,13587,1648,15535,297936,64387,41405,107585,2659,11754,4206,,450,4216,526,7409,3498,12748,3148,23487,,37437,14327,15936,7173,227,18326,3993,10724,11098,398622,2845,10550,6925,2070,5176,6600,141,3012,9795,14342,3765,62154,7899,3374,14100,350,9316,5511,354,7150,2077,7430,5657,1355,376,214,207512,16270,2969,5298,758,33001,2802,15855,1110,615,,40,83,43,3315,5,6211,26780,263,6910,5570,357,160,1712,,12024,23231,11874,158,76,116,29,196,612,8445,297,286,7277,6315,8790,1386,976,4372,13204,10002,353,9229,20257,1147,,6361,576,,,17445,4117,,,12681,,25297,4681,16123,18599,607,52068,44480,,8070,2310,16547,,,,24973,,,,260,2532,4275,342,1431,3575,823,13727,5002,3552,51324,83,1149,20,42,1480,1148,70507,2361,15445,4341,1348,2019,1212,7377,469,5424,,,7578,5891,88976,4833,1490,5843,16821,5438,,46542,396,1162
2016년 04월,6012,6744,6113,6557,5437,323,7712,42748,18727,24302,32413,6835,,,18748,4916,57299,4541,,,,,65948,57299,10311,10390,6931,29556,29551,1520,2401,4500,67873,,4827,5972,850,6481,182990,17228,,4955,16711,11200,74154,8392,11678,36294,51382,5510,38314,1558,15339,2585,20913,327666,145080,98992,238876,5440,19284,8020,,1844,7051,561,9021,6072,14415,12296,77174,,45109,19568,19630,4351,5229,24296,15742,14704,13826,716508,4816,23326,39909,2363,8111,7976,401,7305,13697,18467,3680,126631,11557,22292,16896,1010,54053,16536,632,42224,2042,9206,7358,1391,7517,674,285541,23031,5684,4800,8447,37559,5857,19419,1333,9061,,40,101,270,8917,278,10564,28970,421,9257,5556,934,370,4178,0,14898,40782,9472,310,76,293,230,601,1414,12006,788,128,9118,5407,12688,2870,1002,13890,11316,20046,1646,24427,30753,2117,,9882,569,,,20402,6957,,,42084,,21834,7397,20157,33491,582,67952,69927,,14023,3156,12220,,,,40347,,,,674,2972,4920,1779,1664,6449,1783,19706,10136,4214,57639,245,1311,80,80,3293,1735,141520,2856,14712,4092,12058,2003,2148,9161,963,6539,,,9818,8200,114636,13156,1015,10343,34471,11890,,81716,1115,1126
2016년 05월,5522,10167,9392,27371,11223,247,8303,55012,22289,35946,72652,5813,,,5813,5228,67633,7561,,,,,136884,56292,8374,4448,7863,34938,29684,2363,6830,6300,75615,,9888,8429,2100,7096,406728,17477,,9163,37752,11900,78576,8730,14637,39937,58601,6541,41121,1409,16311,2402,23729,335075,123440,71200,237284,4208,27735,13520,,2861,14573,582,9404,5974,43448,10096,118743,,54073,21259,19040,8577,6554,25770,28749,13477,15293,816790,8335,30037,73798,2655,8260,8624,415,96459,14933,21636,2480,151763,12759,25482,17599,826,29627,25282,752,62828,3155,11430,7575,1489,12565,896,369786,32168,5671,7133,4755,47793,6892,20028,2345,9238,28791,25,139,330,8647,288,12686,30830,347,9503,4789,1944,3885,3671,2397,15562,56941,12751,155,63,407,519,400,1017,13298,674,136,10658,6803,13005,4370,3500,15535,10598,22036,2484,47522,45703,2090,,16467,1285,,,27068,14398,,,53380,,25251,15090,22252,45080,646,88442,55266,,22772,2905,55951,,,,60948,,,,952,858,4704,2011,1601,15336,2273,55803,14302,6498,72203,261,6998,82,115,1518,2029,178980,3098,17413,4210,19040,3994,2339,10237,1822,8156,,,15349,6839,114974,15301,2093,10403,42752,15668,,73846,488,995
2016년 06월,2275,2265,6580,9482,5759,262,8667,29474,17660,10390,26945,6852,,,9855,4984,61104,8715,,,,,146989,50916,6160,6274,5113,26268,22835,1605,3625,6394,113975,,5257,5436,1200,7064,530786,15986,,12661,60265,21200,76672,9106,6641,35954,50176,3540,17674,1440,16986,2800,14211,285164,68621,51009,160685,2348,20190,9474,,1230,7982,584,9285,3748,17288,8052,47143,,40415,22915,17089,8942,2989,25755,11016,14647,15643,535887,4045,26737,2186,3227,7014,8915,242,214039,15570,23401,1824,82896,12656,8919,17063,854,14736,9336,1173,20289,4433,11884,7598,1493,2481,466,261525,21783,4319,3023,2148,38051,5126,19354,1690,3052,30117,40,232,226,4451,167,9700,26500,499,10510,4599,1285,382,5129,1833,16332,26146,11134,515,49,426,134,816,2164,13213,192,148,11635,5060,11519,2585,2500,12710,8822,18613,669,9261,31879,2723,,8252,460,,,11663,11663,,,37695,,23673,14877,22808,29627,575,54125,41451,,12026,1721,11943,,,,27926,,,,453,870,6253,2054,1377,16574,621,43624,11692,5348,47388,288,2083,59,128,3834,2125,86170,2554,27104,1719,18342,4848,2559,10632,2763,5818,,,4435,7578,72801,7512,1255,9018,51378,8271,,70511,706,920
2016년 07월,7992,7296,6357,8555,9235,461,9203,19693,14394,13724,19906,5789,,,2306,5697,74610,6845,,,,,213876,65759,4528,2042,9845,57017,14690,1020,1807,4800,37373,,4511,5700,1200,5342,256478,18935,,5302,105750,8060,86213,7543,19975,25094,64969,3740,8400,1815,16806,2832,7805,361612,94772,41369,64849,1868,10570,5677,,648,7830,623,8253,4043,27233,3415,17081,,48652,19891,17742,8486,385,22605,16072,13211,12571,471071,2551,19198,9517,3142,4823,7483,324,303479,13787,15786,2387,58318,11052,3136,16374,843,8034,3473,380,11538,1529,11284,6022,2115,1254,479,199689,20633,2029,11599,1968,34216,3843,16241,1566,5565,43233,160,53,347,4237,776,7720,23680,355,9262,3497,1184,196,2994,2225,13919,15462,14274,1337,81,739,140,255,792,11820,28,71,10681,4626,7236,2911,2460,13270,7400,10835,924,4661,16551,2037,,5412,803,,,42932,11057,,,29339,,25117,7302,19720,18688,1537,39690,36697,,6359,1612,11865,,2543,4895,19831,26212,,4673,1643,1024,5852,1174,3107,23938,2078,47930,9990,7785,53218,611,4513,204,265,6198,2298,58215,6984,35748,1742,14403,5414,3665,10047,2919,9863,,,6580,7765,125258,4082,1215,9772,126926,7239,,53075,491,796
2016년 08월,9655,5550,12841,11723,16885,1758,9972,25176,19613,8399,20823,4592,,,1760,6770,82261,3173,,,,,375525,58601,4995,3147,8341,11507,10180,700,1450,2300,22422,,685,7496,2500,4594,518733,21504,,9713,157691,9710,93470,8346,20018,18948,84999,3632,9600,1459,14078,4450,6484,269071,138916,52805,133357,1316,9590,5369,,888,8258,806,6714,8060,33762,4991,13737,,56861,19106,17874,8406,166,22011,18794,9774,11129,552893,2908,21495,7983,3618,3575,5851,566,450910,14247,19126,2852,51100,8554,2325,14914,300,8135,3875,758,17483,1277,8848,5961,2085,4520,670,207615,26205,1308,10820,836,45733,3146,16077,2004,3439,58013,483,124,96,4408,400,9644,22965,629,8574,5429,1461,110,4385,2244,14404,18938,12836,702,224,278,130,294,694,11680,80,73,9626,4959,7114,3230,1980,15175,8801,7294,520,3714,12808,2483,,5074,385,,,57547,12200,,,28120,,29697,8365,20976,28903,1357,49557,65443,,7531,1928,83532,,1899,4535,19006,49841,,3802,950,1623,8032,915,1641,37175,2654,51148,11150,10030,67554,656,4857,60,305,7733,2060,63891,13708,42099,1264,172407,6633,4261,9946,3649,11893,,,9949,7955,94401,4489,1002,11891,37946,5928,,81814,684,889
2016년 09월,10055,3299,10620,10627,13709,793,10072,35421,16801,27727,57848,6404,,,6501,4866,55636,3263,,,,,113201,34718,7463,2580,2883,23014,22991,900,1612,6200,107605,,6451,4981,2650,6835,431768,15931,,10663,35750,13550,77349,8446,5256,36233,44189,5118,25000,860,16418,2577,14256,246777,80240,71928,184869,3825,21353,9205,,1766,9023,801,9018,8150,13572,14821,39340,,34776,20274,18536,4094,3820,24348,11306,14344,14246,630576,7781,20950,20036,2345,6781,7256,463,95793,14084,21113,3779,148406,12437,6678,16844,1800,13615,12290,2644,40203,2303,11071,7035,2345,5392,783,294160,31971,4593,10608,2680,37858,5948,18787,1415,3119,23852,110,139,317,5106,418,14316,31316,885,9447,4756,994,770,4880,2588,14478,32604,11851,1085,92,2518,224,340,755,12464,43,76,9984,5888,13594,5280,1185,15447,10327,16616,1580,7176,32173,2414,,10019,432,,,23800,6528,,,29083,,19098,18626,20378,42236,3027,83183,83228,,11386,1950,11100,,1327,6347,32644,188016,,7713,851,2342,5043,1211,2880,17804,2362,18460,11598,3813,46618,288,2382,29,111,3754,2051,60568,3815,14629,1671,52258,4642,2485,10585,2074,6187,,,3566,7068,102158,6186,1124,8122,36441,11390,,73623,558,706
2016년 10월,4638,6514,13963,8895,10738,732,7878,49796,18832,48601,94796,6658,,,8507,4250,69855,3500,,,,,65195,56565,25351,5144,5263,27994,27320,1156,3714,6850,57336,,6158,6712,2800,6948,889377,4759,,752,25012,40020,77085,8208,13607,42101,50900,7572,26776,671,14994,7345,23814,332685,118989,110354,278779,3839,25388,12453,,2229,13948,923,9907,6675,14991,17375,63022,,41528,20163,17657,4167,6692,23466,12933,14216,13755,848793,7193,23773,32950,2372,9244,7997,656,28728,14111,21613,4175,184981,13366,10347,16907,4001,34569,13129,1108,66071,5548,10620,7630,2511,13047,871,1179954,35375,7972,42596,8741,38660,6256,20899,1727,7604,30388,258,298,315,10383,2354,32092,31975,437,10179,0,1437,1283,5538,2904,14221,82994,7342,647,141,1926,392,598,1125,12882,760,807,10363,5937,15292,3132,2800,17389,11364,17963,2582,17914,47775,2281,,19880,961,13834,5109,27249,11400,2699,11408,62101,,19836,18164,20603,50276,567,71683,94665,,20693,3064,21868,,2082,8952,99418,48336,,16536,2284,2120,5006,1849,4529,12905,2455,46446,17806,4496,72606,336,3638,155,174,4583,1673,118795,7559,21204,3211,63044,4921,2872,11330,3001,6730,,,3282,8248,116993,8676,1558,9410,39650,21690,,117886,417,920
